Company,Project,Cost,URL,rate_card_id
Slalom Consulting,HR Effectiveness,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/192853119144053,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Infosys Limited,Oracle NetSuite Cloud Implementation and Support,"180 to 1,400 a person",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/743987123542774,InfosysLimited_743987123542774-sfia-rate-card-2022-05-18-0942.pdf
Cognizant Worldwide Limited,Microservices Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/716740116434049,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
CREDERA LIMITED,Cloud Low-Code Delivery Expertise Service,"375.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/994276657911141,n/a
Tata Consultancy Services Limited,TCS Infrastructure Modernisation for Google Cloud Platform (GCP),127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/574053023477904,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Capgemini UK plc,IRM Risk Reduction Programme,"650 to 1,250 a person a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/436796596624971,n/a
BetterGov,Health and NHS Systems Support Services,250 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/147306071389571,BetterGov_482838106204027-sfia-rate-card-2024-02-27-1350.pdf
Ten10 Solutions Limited,Usability Testing,"285 to 1,155 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/799377815849992,Ten10SolutionsLimited_825658907067182-sfia-rate-card-2022-05-16-1516.pdf
Slalom Consulting,Data-Led Policy Management,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/587763408950939,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Infosys Limited,Infosys  Data Testing workbench  - iDTW,"120,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/458501836762113,n/a
Cognizant Worldwide Limited,Databricks Analytics Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/609783019658231,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Ten10 Solutions Limited,Data Testing Services,"285 to 1,155 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/986594590199548,Ten10SolutionsLimited_825658907067182-sfia-rate-card-2022-05-16-1516.pdf
BetterGov,DevOps and DevSecOps Support Services,275.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/927411095881627,BetterGov_792740071974263-sfia-rate-card-2024-02-27-1345.pdf
Slalom Consulting,Product Modernisation,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/642977216970259,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Tata Consultancy Services Limited,TCS Conversational Experiences Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/288776384668489,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Capgemini UK plc,Workday HCM Implementation Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/853694053636071,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
CREDERA LIMITED,Analytic Data Product Engineering,"375.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/894700298191344,n/a
Infosys Limited,Infosys  Test Automation Workbench-ITAW,"80,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/348608505827704,n/a
Cognizant Worldwide Limited,Big Data Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/555953810503398,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Tata Consultancy Services Limited,TCS Internet of Things (IoT) and Digital Engineering (DE) Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/181227185783706,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Ten10 Solutions Limited,Accessibility Testing,"285 to 1,155 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/272134560464745,Ten10SolutionsLimited_825658907067182-sfia-rate-card-2022-05-16-1516.pdf
Slalom Consulting,Cloud Data Platform Development,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/885972364509750,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
BetterGov,FosterPay - Carers Expense Portal,12 a user,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/155506467949234,n/a
Capgemini UK plc,Crown Hosting Microsoft Azure Stack,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/878935942957554,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
CREDERA LIMITED,Single Customer View Development,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/996988481908864,n/a
Infosys Limited,"Governance, Risk and Compliance (GRC)",488 to 810 a unit,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/490044526773638,InfosysLimited_490044526773638-sfia-rate-card-2022-05-18-0934.pdf
BetterGov,Social Care Case Management Support Services,250 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/950621920148441,BetterGov_482838106204027-sfia-rate-card-2024-02-27-1350.pdf
Slalom Consulting,Data Engineering,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/571360769020858,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Tata Consultancy Services Limited,TCS Oracle Analytics Cloud Service,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/943171857392378,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Capgemini UK plc,Database migration/consolidation to Oracle cloud,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/947086517739698,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
CREDERA LIMITED,Single Customer/Citizen View,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/500104526502500,n/a
Infosys Limited,Green Building Design & Operations,323 to 537 a unit,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/845176013034556,InfosysLimited_845176013034556-sfia-rate-card-2022-05-17-1447.pdf
CREDERA LIMITED,Project Management Office (PMO),"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/895518417341656,n/a
BetterGov,Housing Systems Support Services,250 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/134044078346681,BetterGov_482838106204027-sfia-rate-card-2024-02-27-1350.pdf
Capgemini UK plc,Logistics Outsourcing Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/163229761907641,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Tata Consultancy Services Limited,TCS Oracle Enterprise Planning and Budgeting Cloud Service,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/663178803872175,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Slalom Consulting,Build with Us,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/587103017833507,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Cognizant Worldwide Limited,Azure Integration Platform as a Service (IPaaS),"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/198386448262515,CognizantWorldwideLimited_198386448262515-sfia-rate-card-2022-05-10-1509.pdf
Infosys Limited,Vulnerability Management,488 to 810 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/557146589679148,InfosysLimited_557146589679148-sfia-rate-card-2022-05-18-0950.pdf
IQVIA LTD.,IQVIA OMOP Converter,"60,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864473923658679,IQVIALTD._864473923658679-sfia-rate-card-2022-04-19-0756.pdf
CREDERA LIMITED,Programme Partner,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/860152127442684,n/a
Slalom Consulting,Chief of Staff,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/568386345527548,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Cognizant Worldwide Limited,Customer Experience Transformation,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/714048827622220,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Tata Consultancy Services Limited,TCS Data and Analytics Target Operating Model Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/876433984741605,TataConsultancyServicesLimited_884181027233206-sfia-rate-card-2022-05-16-1701.pdf
Capgemini UK plc,"Salesforce Pardot advisory, implementation and support services",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/555833995677280,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Infosys Limited,Data warehousing,615 to 800 a unit,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/228043886463053,InfosysLimited_228043886463053-sfia-rate-card-2022-05-18-0801.pdf
IQVIA LTD.,Care Pathway Analytics,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/683725030279382,IQVIALTD._683725030279382-sfia-rate-card-2022-04-13-1532.pdf
CREDERA LIMITED,Cloud Solution Architecture,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/575829927885353,n/a
Infosys Limited,Cyber Advisory Services,488 to 810 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/115723089927657,InfosysLimited_557146589679148-sfia-rate-card-2022-05-18-0950.pdf
Slalom Consulting,ESG Risk and Governance,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/299753489947564,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Cognizant Worldwide Limited,Server Infrastructure Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/658170440657639,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Tata Consultancy Services Limited,TCS Microsoft Reseller Services,0.01 a unit a second,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/478663675890655,TataConsultancyServicesLimited_985609982936790-sfia-rate-card-2022-05-16-1630.pdf
IQVIA LTD.,Visualise Healthcare Data,"25,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/194346053549503,IQVIALTD._194346053549503-sfia-rate-card-2022-04-14-1652.pdf
Capgemini UK plc,User Acceptance Assessment Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/951338265267752,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
CREDERA LIMITED,Cloud Strategy Service,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/311377734553945,n/a
Infosys Limited,Infosys Live Enterprise Application Management Platform (LEAP),"250,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/118655946169827,n/a
Kubrick Group,Kubrick Advanced - Blended Solutions,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/182409236098245,KubrickGroup_182409236098245-sfia-rate-card-2022-05-18-1252.pdf
Slalom Consulting,Salesforce Tableau CRM Analytics,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/330842202173574,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
CREDERA LIMITED,Front-End Engineering,"375.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/846357790824837,n/a
Kubrick Group,Data Product & Technical Business Analyst Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/366523641110677,KubrickGroup_182409236098245-sfia-rate-card-2022-05-18-1252.pdf
Capgemini UK plc,Organisation Design Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/118368472589494,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Cognizant Worldwide Limited,Application Modernization,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/815855389846357,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
Tata Consultancy Services Limited,TCS Procure to Pay Platform - TCS TAP,30 a user a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/636984265546160,n/a
IQVIA LTD.,Healthcare Benchmarking and Analytics,"15,000 to 30,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/499389986134461,IQVIALTD._499389986134461-sfia-rate-card-2022-04-02-1510.pdf
Infosys Limited,IFS Implementation and Support,"180 to 1,400 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/902435204987987,InfosysLimited_902435204987987-sfia-rate-card-2022-05-18-0943.pdf
Kubrick Group,Cloud Engineering Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/222408605541275,KubrickGroup_182409236098245-sfia-rate-card-2022-05-18-1252.pdf
CREDERA LIMITED,Cloud Service and Vendor Transition,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/328707919055806,n/a
Capgemini UK plc,Service Asset and Configuration Management (SACM),312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/425054845041477,CapgeminiUKplc_228635445587348-sfia-rate-card-2022-05-17-1029.pdf
Slalom Consulting,Loyalty Strategy,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/338143859233639,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
Infosys Limited,Infosys ERP on CLOUD testing,429 to 990 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/459002458187282,InfosysLimited_459002458187282-sfia-rate-card-2022-05-17-1930.pdf
IQVIA LTD.,IQVIA Flow,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/692661907233623,IQVIALTD._683725030279382-sfia-rate-card-2022-04-13-1532.pdf
Cognizant Worldwide Limited,Power Platform Maturity Assessment,"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/866572191314036,CognizantWorldwideLimited_198386448262515-sfia-rate-card-2022-05-10-1509.pdf
