,Company,Project,Cost,URL,rate_card_id
122,CREDERA LIMITED,Single Customer View Development,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/996988481908864,
123,Tata Consultancy Services Limited,"TCS Intelligent Process Automaton (IPA) Services for the NHS, Health, and Social Care",127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/733598147713589,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
124,Slalom Consulting,HR Effectiveness,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/192853119144053,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
125,Ten10 Solutions Limited,User Acceptance Testing (UAT),"285 to 1,155 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/236252938746415,Ten10SolutionsLimited_825658907067182-sfia-rate-card-2022-05-16-1516.pdf
126,BetterGov,DevOps and DevSecOps Support Services,275.00 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/927411095881627,BetterGov_118266376205487-sfia-rate-card-2024-02-27-1344.pdf
127,Infosys Limited,Infosys  Data Testing workbench  - iDTW,"120,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/458501836762113,
128,Cognizant Worldwide Limited,Azure Custom Application Development,"7,066 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/666113188308650,CognizantWorldwideLimited_157552930737303-sfia-rate-card-2022-05-10-1430.pdf
129,CREDERA LIMITED,Single Customer/Citizen View,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/500104526502500,
130,Slalom Consulting,Data-Led Policy Management,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/587763408950939,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
131,Capgemini UK plc,Workday HCM Implementation Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/853694053636071,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
132,Tata Consultancy Services Limited,TCS Infrastructure Modernisation for Google Cloud Platform (GCP),127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/574053023477904,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
133,Infosys Limited,Infosys  Test Automation Workbench-ITAW,"80,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/348608505827704,
134,BetterGov,FosterPay - Carers Expense Portal,12 a user,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/155506467949234,
135,Ten10 Solutions Limited,Usability Testing,"285 to 1,155 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/799377815849992,Ten10SolutionsLimited_825658907067182-sfia-rate-card-2022-05-16-1516.pdf
136,Cognizant Worldwide Limited,"Research tools for Population Health, Business and Clinical Intelligence","400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/444641860512457,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
137,CREDERA LIMITED,Project Management Office (PMO),"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/895518417341656,
138,BetterGov,Social Care Case Management Support Services,250 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/950621920148441,BetterGov_118266376205487-sfia-rate-card-2024-02-27-1344.pdf
139,Ten10 Solutions Limited,Data Testing Services,"285 to 1,155 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/986594590199548,Ten10SolutionsLimited_825658907067182-sfia-rate-card-2022-05-16-1516.pdf
140,Tata Consultancy Services Limited,TCS Conversational Experiences Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/288776384668489,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
141,Slalom Consulting,Product Modernisation,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/642977216970259,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
142,Cognizant Worldwide Limited,Oracle PaaS Setup & Migration Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/942862885693438,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
143,Capgemini UK plc,Crown Hosting Microsoft Azure Stack,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/878935942957554,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
144,Infosys Limited,"Governance, Risk and Compliance (GRC)",488 to 810 a unit,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/490044526773638,InfosysLimited_115723089927657-sfia-rate-card-2022-05-18-0908.pdf
145,BetterGov,Housing Systems Support Services,250 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/134044078346681,BetterGov_118266376205487-sfia-rate-card-2024-02-27-1344.pdf
146,CREDERA LIMITED,Programme Partner,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/860152127442684,
147,Ten10 Solutions Limited,Accessibility Testing,"285 to 1,155 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/272134560464745,Ten10SolutionsLimited_825658907067182-sfia-rate-card-2022-05-16-1516.pdf
148,Capgemini UK plc,Database migration/consolidation to Oracle cloud,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/947086517739698,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
149,Slalom Consulting,Cloud Data Platform Development,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/885972364509750,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
150,Tata Consultancy Services Limited,TCS Internet of Things (IoT) and Digital Engineering (DE) Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/181227185783706,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
151,Cognizant Worldwide Limited,Microservices Testing Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/716740116434049,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
152,Infosys Limited,Green Building Design & Operations,323 to 537 a unit,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/845176013034556,InfosysLimited_845176013034556-sfia-rate-card-2022-05-17-1447.pdf
153,CREDERA LIMITED,Cloud Solution Architecture,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/575829927885353,
154,Slalom Consulting,Data Engineering,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/571360769020858,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
155,Tata Consultancy Services Limited,TCS Oracle Analytics Cloud Service,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/943171857392378,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
156,Cognizant Worldwide Limited,Databricks Analytics Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/609783019658231,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
157,Capgemini UK plc,Logistics Outsourcing Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/163229761907641,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
158,Infosys Limited,Vulnerability Management,488 to 810 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/557146589679148,InfosysLimited_115723089927657-sfia-rate-card-2022-05-18-0908.pdf
159,Slalom Consulting,Build with Us,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/587103017833507,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
160,Capgemini UK plc,"Salesforce Pardot advisory, implementation and support services",312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/555833995677280,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
161,Kubrick Group,Kubrick Advanced - Blended Solutions,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/182409236098245,KubrickGroup_182409236098245-sfia-rate-card-2022-05-18-1252.pdf
162,Cognizant Worldwide Limited,Big Data Advisory Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/555953810503398,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
163,CREDERA LIMITED,Cloud Strategy Service,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/311377734553945,
164,Tata Consultancy Services Limited,TCS Oracle Enterprise Planning and Budgeting Cloud Service,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/663178803872175,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
165,Infosys Limited,Data warehousing,615 to 800 a unit,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/228043886463053,InfosysLimited_228043886463053-sfia-rate-card-2022-05-18-0801.pdf
166,IQVIA LTD.,IQVIA OMOP Converter,"60,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864473923658679,IQVIALTD._194346053549503-sfia-rate-card-2022-04-14-1652.pdf
167,Slalom Consulting,Chief of Staff,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/568386345527548,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
168,Tata Consultancy Services Limited,TCS Data and Analytics Target Operating Model Services,127 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/876433984741605,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
169,CREDERA LIMITED,Front-End Engineering,"375.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/846357790824837,
170,Infosys Limited,Cyber Advisory Services,488 to 810 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/115723089927657,InfosysLimited_115723089927657-sfia-rate-card-2022-05-18-0908.pdf
171,Capgemini UK plc,User Acceptance Assessment Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/951338265267752,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
172,IQVIA LTD.,Care Pathway Analytics,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/683725030279382,IQVIALTD._194346053549503-sfia-rate-card-2022-04-14-1652.pdf
173,Cognizant Worldwide Limited,Azure Integration Platform as a Service (IPaaS),"1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/198386448262515,CognizantWorldwideLimited_157552930737303-sfia-rate-card-2022-05-10-1430.pdf
174,Kubrick Group,Data Product & Technical Business Analyst Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/366523641110677,KubrickGroup_182409236098245-sfia-rate-card-2022-05-18-1252.pdf
175,Infosys Limited,Infosys Live Enterprise Application Management Platform (LEAP),"250,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/118655946169827,
176,Slalom Consulting,ESG Risk and Governance,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/299753489947564,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
177,CREDERA LIMITED,Cloud Service and Vendor Transition,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/328707919055806,
178,Capgemini UK plc,Organisation Design Service,312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/118368472589494,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
179,Tata Consultancy Services Limited,TCS Microsoft Reseller Services,0.01 a unit a second,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/478663675890655,TataConsultancyServicesLimited_176274778092447-sfia-rate-card-2022-05-16-2303.pdf
180,Kubrick Group,Cloud Engineering Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/222408605541275,KubrickGroup_182409236098245-sfia-rate-card-2022-05-18-1252.pdf
181,Cognizant Worldwide Limited,Customer Experience Transformation,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/714048827622220,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
182,IQVIA LTD.,Visualise Healthcare Data,"25,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/194346053549503,IQVIALTD._194346053549503-sfia-rate-card-2022-04-14-1652.pdf
183,Capgemini UK plc,Service Asset and Configuration Management (SACM),312 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/425054845041477,CapgeminiUKplc_210605990251341-sfia-rate-card-2022-05-16-1140.pdf
184,Slalom Consulting,Salesforce Tableau CRM Analytics,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/330842202173574,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
185,CREDERA LIMITED,Current State Assessment,"510.00 to 2,195.00 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/975837784143749,
186,Cognizant Worldwide Limited,Server Infrastructure Management Services,"400 to 2,100 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/658170440657639,CognizantWorldwideLimited_444641860512457-sfia-rate-card-2022-05-05-1028.pdf
187,Kubrick Group,"Data Management, Governance and Quality Capability",350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/156160848991721,KubrickGroup_182409236098245-sfia-rate-card-2022-05-18-1252.pdf
188,Tata Consultancy Services Limited,TCS Procure to Pay Platform - TCS TAP,30 a user a month,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/636984265546160,
189,IQVIA LTD.,Healthcare Benchmarking and Analytics,"15,000 to 30,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/499389986134461,IQVIALTD._194346053549503-sfia-rate-card-2022-04-14-1652.pdf
190,Infosys Limited,IFS Implementation and Support,"180 to 1,400 a unit",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/902435204987987,InfosysLimited_743987123542774-sfia-rate-card-2022-05-18-0942.pdf
191,Slalom Consulting,Loyalty Strategy,"636 to 1,938 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/338143859233639,SlalomConsulting_421429348332652-sfia-rate-card-2022-05-16-1437.pdf
